Climatelab code,Lat,Long,Start,End,Equipment,Type,Shelter
6725-1-MS-0,-17.9475,122.2353,19 Oct 2006,03 Sep 2012,MiG (Max),Dobbie (19307),Small Stevenson
6725-1-MS-1,-17.9475,122.2353,03 Sep 2012,02 May 2016,MiG (Max),Unknown (27775),Small Stevenson

6725-0-PS-0,-17.9492,122.2336,27 Jul 1995,19 Oct 2006,Probe,Rosemount (NONE),Small Stevenson
6725-1-PS-0,-17.9475,122.2353,19 Oct 2006,02 Jul 2008,Probe,Rosemount (NONE),Small Stevenson
6725-1-PS-1,-17.9475,122.2353,02 Jul 2008,01 Sep 2015,Probe,Rosemount (10235),Small Stevenson
6725-1-PS-2,-17.9475,122.2353,01 Sep 2015,12 Jun 2018,Probe,Temp Control TCBMP01 (10281/1),Small Stevenson
6725-2-PS-0,-17.94753,122.2352,12 Jun 2018,Still active*,Probe,Temp Control TCBMP01 (10281/1),Small Stevenson

6725-0-DS-0,-17.9492,122.2336,01 Aug 1939,12 Sep 2002,DB: MiG,Dobbie (M2873),Small Stevenson
6725-0-DS-1,-17.9492,122.2336,12 Sep 2002,17 Sep 2004,DB: MiG,Dobbie (M6647),Small Stevenson
6725-0-DS-2,-17.9492,122.2336,17 Sep 2004,02 Sep 2005,DB: MiG,Dobbie (14539),Small Stevenson
6725-0-DS-3,-17.9492,122.2336,02 Sep 2005,19 Oct 2006,DB: MiG,Dobbie (16811),Small Stevenson
6725-1-DS-0,-17.9475,122.2353,19 Oct 2006,19 Sep 2007,DB: MiG,Dobbie (16811),Small Stevenson
6725-1-DS-1,-17.9475,122.2353,19 Sep 2007,12 Jun 2018,DB: MiG,Dobbie (M3023),Small Stevenson
6725-2-DS-0,-17.94753,122.2352,12 Jun 2018,Still active*,DB: MiG,Dobbie (M3023),Small Stevenson

003004: Cape Leveque,-16.3961,122.9278,May 1944,Aug 1985
6731-0-AX-0,-16.3972,122.9264,04 May 1939,20 Aug 1985,AiG (Min),Unknown (Unknown),

6731-0-MX-0,-16.3972,122.9264,04 May 1939,20 Aug 1985,MiG (Max),Unknown (Unknown),

6731-0-DX-0,-16.3972,122.9264,04 May 1939,20 Aug 1985,DB: MiG,Unknown (Unknown),

003006: Fitzroy Crossing Comp.,-18.1919,125.5644,May 1955,Apr 1987
6765-0-AX-0,-18.1919,125.5644,12 Apr 1955,11 May 1987,AiG (Min),Unknown (Unknown),

6765-0-MX-0,-18.1919,125.5644,12 Apr 1955,11 May 1987,MiG (Max),Unknown (Unknown),

6765-0-DX-0,-18.1919,125.5644,12 Apr 1955,11 May 1987,DB: MiG,Unknown (Unknown),

003007: Derby Post Office,-17.3044,123.6292,Jan 1888,Jun 1997
6728-2-AX-0,-17.3044,123.6292,01 Jan 1957,30 Apr 1972,AiG (Min),Unknown (Unknown),
6728-2-AX-1,-17.3044,123.6292,01 Dec 1981,27 Jun 1997,AiG (Min),Dobros (Unknown),

6728-2-MX-0,-17.3044,123.6292,01 Jan 1957,30 Apr 1972,MiG (Max),Unknown (Unknown),
6728-2-MX-1,-17.3044,123.6292,01 Dec 1981,27 Jun 1997,MiG (Max),Dobros (Unknown),

6728-2-DX-0,-17.3044,123.6292,01 Jan 1957,30 Apr 1972,DB: MiG,Unknown (Unknown),
6728-2-DX-1,-17.3044,123.6292,01 Dec 1981,27 Jun 1997,DB: MiG,Dobbie (Unknown),

003025: Cockatoo Island,-16.0992,123.6161,Jan 1948,Jun 1982
NO METADATA AVAILABLE

003028: Anna Plains,-19.2536,121.4861,Feb 1930,Apr 1958
NO METADATA AVAILABLE

003030: Bidyadanga,-18.6844,121.7803,Jan 1957,May 2019
6725-3-AX-0,-18.6861,121.7789,01 Jan 1945,09 Jul 2001,AiG (Min),Dobbie (15697),
6725-4-AX-0,-18.6844,121.7803,09 Jul 2001,06 Feb 2006,AiG (Min),Dobbie (15697),
6725-4-AX-1,-18.6844,121.7803,06 Feb 2006,13 Mar 2009,AiG (Min),Dobbie (43085),
6725-4-AX-2,-18.6844,121.7803,13 Mar 2009,14 Dec 2010,AiG (Min),WIKA (30439),
6725-4-AX-3,-18.6844,121.7803,14 Dec 2010,04 Sep 2012,AiG (Min),WIKA (31911),
6725-4-AX-4,-18.6844,121.7803,04 Sep 2012,10 Sep 2012,AiG (Min),Unknown (31869),
6725-4-AX-5,-18.6844,121.7803,10 Sep 2012,05 Jun 2019,AiG (Min),Dobbie (31869),
6725-4-AX-6,-18.6844,121.7803,05 Jun 2019,Still active*,AiG (Min),Dobbie (19451),

6725-3-MX-0,-18.6861,121.7789,01 Jan 1945,09 Jul 2001,MiG (Max),Dobbie (12985),
6725-4-MX-0,-18.6844,121.7803,09 Jul 2001,17 Sep 2002,MiG (Max),Dobbie (12985),
6725-4-MX-1,-18.6844,121.7803,17 Sep 2002,30 Nov 2007,MiG (Max),Dobbie (12823),
6725-4-MX-2,-18.6844,121.7803,30 Nov 2007,02 Jan 2008,MiG (Max),WIKA (27740),
6725-4-MX-3,-18.6844,121.7803,02 Jan 2008,28 May 2008,MiG (Max),WIKA (27741),
6725-4-MX-4,-18.6844,121.7803,28 May 2008,22 Jan 2009,MiG (Max),WIKA (27682),
6725-4-MX-5,-18.6844,121.7803,22 Jan 2009,23 Jul 2015,MiG (Max),WIKA (30303),
6725-4-MX-6,-18.6844,121.7803,23 Jul 2015,Still active*,MiG (Max),WIKA (32127),

6725-3-DX-0,-18.6861,121.7789,01 Jan 1945,09 Jul 2001,DB: MiG,Dobbie (M1779),
6725-4-DX-0,-18.6844,121.7803,09 Jul 2001,Still active*,DB: MiG,Dobbie (M1779),

003032: Derby Aero,-17.3706,123.6611,Apr 1972,May 2019
6728-3-AX-0,-17.3714,123.6592,17 Apr 1972,30 Nov 1981,AiG (Min),Dobbie (Unknown),

6728-3-MX-0,-17.3714,123.6592,17 Apr 1972,30 Nov 1981,MiG (Max),Dobbie (Unknown),

6728-3-PX-0,-17.3714,123.6592,13 Dec 1994,03 Jun 1999,Probe,Unknown (FP20001114),
6728-3-PX-1,-17.3714,123.6592,03 Jun 1999,05 Aug 2003,Probe,Unknown (FP20001114),
6728-4-PX-0,-17.3706,123.6611,05 Aug 2003,26 Sep 2012,Probe,Unknown (FP20001114),
6728-4-PX-1,-17.3706,123.6611,26 Sep 2012,Still active*,Probe,Temp Control TCBMP01 (10286/1),

6728-3-TX-0,-17.3714,123.6592,17 Apr 1972,10 Jul 1989,Thermograph,Fielden (Unknown),

6728-3-DX-0,-17.3714,123.6592,01 Mar 1951,10 Jul 1989,DB: MiG,Unknown (Unknown),
6728-3-DX-1,-17.3714,123.6592,01 Jan 1999,03 Jun 1999,DB: MiG,Dobbie (AS2819),
6728-3-DX-2,-17.3714,123.6592,03 Jun 1999,05 Aug 2003,DB: MiG,Dobbie (AS2819),

003040: Camballin,-17.9903,124.1922,Jan 1965,Jun 1977
6728-5-AX-0,-17.9914,124.1906,01 Jan 1961,08 Sep 1978,AiG (Min),Unknown (Unknown),

6728-5-MX-0,-17.9914,124.1906,01 Jan 1961,08 Sep 1978,MiG (Max),Unknown (Unknown),

6728-5-DX-0,-17.9914,124.1906,01 Jan 1961,08 Sep 1978,DB: MiG,Unknown (Unknown),

003042: Talgarno,-19.2833,121.5000,Sep 1959,Dec 1963
NO METADATA AVAILABLE

003051: Mount Barnett,-16.7372,125.9086,Sep 1983,May 1993
6728-6-AX-0,-16.7208,125.9283,19 Sep 1983,30 Oct 1993,AiG (Min),Unknown (Unknown),

6728-6-MX-0,-16.7208,125.9283,19 Sep 1983,30 Oct 1993,MiG (Max),Unknown (Unknown),

6728-6-DX-0,-16.7208,125.9283,19 Sep 1983,30 Oct 1993,DB: MiG,Unknown (Unknown),

003057: Cygnet Bay,-16.4513,123.0087,Aug 1985,May 2019
6731-1-AX-0,-16.4514,123.0086,20 Aug 1985,30 Aug 2002,AiG (Min),Dobbie (CBM4873),
6731-1-AX-1,-16.4514,123.0086,30 Aug 2002,23 Mar 2005,AiG (Min),Dobbie (CBM4873),
6731-1-AX-2,-16.4514,123.0086,23 Mar 2005,20 Jun 2005,AiG (Min),Dobbie (25962),
6731-1-AX-3,-16.4514,123.0086,20 Jun 2005,02 Dec 2014,AiG (Min),Dobbie (19216),
6731-1-AX-4,-16.4514,123.0086,02 Dec 2014,13 Mar 2017,AiG (Min),WIKA (32922),
6731-1-AX-5,-16.4514,123.0086,13 Mar 2017,30 Jun 2017,AiG (Min),Dobbie (M3581),
6731-1-AX-6,-16.4514,123.0086,30 Jun 2017,02 Jun 2018,AiG (Min),WIKA (32897),
6731-2-AX-0,-16.45127,123.00868,02 Jun 2018,18 Jun 2019,AiG (Min),WIKA (32897),
6731-2-AX-1,-16.45127,123.00868,18 Jun 2019,Still active*,AiG (Min),WIKA (32922),

6731-1-MX-0,-16.4514,123.0086,20 Aug 1985,21 Nov 2000,MiG (Max),Dobbie (CBM4790),
6731-1-MX-1,-16.4514,123.0086,21 Nov 2000,30 Aug 2002,MiG (Max),Dobbie (19356),
6731-1-MX-2,-16.4514,123.0086,30 Aug 2002,06 May 2003,MiG (Max),Dobbie (M6252),
6731-1-MX-3,-16.4514,123.0086,06 May 2003,09 May 2003,MiG (Max),Dobbie (20573),
6731-1-MX-4,-16.4514,123.0086,09 May 2003,30 Jan 2012,MiG (Max),Dobbie (12647),
6731-1-MX-5,-16.4514,123.0086,30 Jan 2012,09 Feb 2017,MiG (Max),WIKA (32186),
6731-1-MX-6,-16.4514,123.0086,09 Feb 2017,10 May 2017,MiG (Max),WIKA (44424),
6731-1-MX-7,-16.4514,123.0086,10 May 2017,02 Jun 2018,MiG (Max),Dobbie (19071),
6731-2-MX-0,-16.45127,123.00868,02 Jun 2018,18 Jun 2019,MiG (Max),Dobbie (19071),
6731-2-MX-1,-16.45127,123.00868,18 Jun 2019,Still active*,MiG (Max),WIKA (32825),

6731-1-DX-0,-16.4514,123.0086,20 Aug 1985,30 Aug 2002,DB: MiG,Dobbie (CBM5718),
6731-1-DX-1,-16.4514,123.0086,30 Aug 2002,02 Jun 2018,DB: MiG,Dobbie (CBM5718),
6731-2-DX-0,-16.45127,123.00868,02 Jun 2018,Unclear,DB: MiG,Dobbie (CBM5718),
6731-1-DX-0,-16.4514,123.0086,27 Jun 2000,30 Aug 2002,DB: MiG,Dobbie (16803),
6731-1-DX-1,-16.4514,123.0086,30 Aug 2002,11 Aug 2005,DB: MiG,Dobbie (16803),
6731-1-DX-2,-16.4514,123.0086,22 Jul 2014,02 Jun 2018,DB: MiG,Dobbie (16803),
6731-2-DX-0,-16.45127,123.00868,02 Jun 2018,Still active*,DB: MiG,Dobbie (16803),

003059: Nita Downs,-19.0861,121.6764,Sep 1965,May 1975
6725-5-AX-0,-19.0867,121.6758,01 Oct 1965,01 May 1975,AiG (Min),Unknown (Unknown),

6725-5-MX-0,-19.0867,121.6758,01 Oct 1965,01 May 1975,MiG (Max),Unknown (Unknown),

6725-5-DX-0,-19.0867,121.6758,01 Oct 1965,01 May 1975,DB: MiG,Unknown (Unknown),

003069: Koolan Island,-16.1306,123.7764,Jul 1982,Sep 1992
6733-3-AX-0,-16.1306,123.7764,14 Jul 1982,31 Dec 1992,AiG (Min),Unknown (Unknown),

6733-3-MX-0,-16.1306,123.7764,14 Jul 1982,31 Dec 1992,MiG (Max),Unknown (Unknown),

6733-3-DX-0,-16.1306,123.7764,14 Jul 1982,31 Dec 1992,DB: MiG,Unknown (Unknown),

003076: Western Field,-19.3283,125.3886,Sep 1983,Jul 1985
6765-1-AX-0,-19.3283,125.3886,20 Sep 1983,17 Jul 1985,AiG (Min),Unknown (Unknown),

6765-1-MX-0,-19.3283,125.3886,20 Sep 1983,17 Jul 1985,MiG (Max),Unknown (Unknown),

6765-1-DX-0,-19.3283,125.3886,20 Sep 1983,17 Jul 1985,DB: MiG,Unknown (Unknown),

003078: Cadjebut,-18.7267,125.9875,May 1993,Oct 2003
6765-2-AX-0,-18.715,125.9614,28 Apr 1993,07 Mar 2001,AiG (Min),Dobbie (17309),
6765-2-AX-1,-18.715,125.9614,07 Mar 2001,18 Jul 2001,AiG (Min),Dobbie (20700),
6765-3-AX-0,-18.7267,125.9875,18 Jul 2001,08 Jan 2002,AiG (Min),Dobbie (20700),
6765-3-AX-1,-18.7267,125.9875,08 Jan 2002,06 Jan 2003,AiG (Min),Dobbie (M0275),
6765-3-AX-2,-18.7267,125.9875,06 Jan 2003,15 May 2003,AiG (Min),Dobbie (21877),
6765-3-AX-3,-18.7267,125.9875,15 May 2003,30 Oct 2003,AiG (Min),Dobbie (21848),

6765-2-MX-0,-18.715,125.9614,28 Apr 1993,29 Jun 1999,MiG (Max),Dobbie (17473),
6765-2-MX-1,-18.715,125.9614,29 Jun 1999,06 Dec 1999,MiG (Max),Dobbie (17404),
6765-2-MX-2,-18.715,125.9614,06 Dec 1999,20 Jan 2000,MiG (Max),Dobbie (17182),
6765-2-MX-3,-18.715,125.9614,20 Jan 2000,13 Mar 2000,MiG (Max),Dobbie (17366),
6765-2-MX-4,-18.715,125.9614,13 Mar 2000,22 Jun 2000,MiG (Max),Dobbie (17429),
6765-2-MX-5,-18.715,125.9614,22 Jun 2000,16 Nov 2000,MiG (Max),Dobbie (19058),
6765-2-MX-6,-18.715,125.9614,16 Nov 2000,18 Jul 2001,MiG (Max),Dobbie (19087),
6765-3-MX-0,-18.7267,125.9875,18 Jul 2001,25 Nov 2002,MiG (Max),Dobbie (19087),
6765-3-MX-1,-18.7267,125.9875,25 Nov 2002,13 Jun 2003,MiG (Max),Dobbie (M1452),
6765-3-MX-2,-18.7267,125.9875,13 Jun 2003,30 Oct 2003,MiG (Max),Dobbie (17434),

6765-2-DX-0,-18.715,125.9614,28 Apr 1993,18 Jul 2001,DB: MiG,Dobbie (M1193),
6765-3-DX-0,-18.7267,125.9875,18 Jul 2001,08 Jan 2002,DB: MiG,Dobbie (M1193),
6765-3-DX-1,-18.7267,125.9875,08 Jan 2002,30 Oct 2003,DB: MiG,Dobbie (14588),

003080: Curtin Aero,-17.5768,123.8297,Dec 1991,May 2019
6728-7-PX-0,-17.5753,123.82,28 Jul 1989,11 Sep 2002,Probe,Unknown (FP20001113),
6728-8-PX-0,-17.5736,123.8217,11 Sep 2002,16 May 2003,Probe,Unknown (FP20001113),
6728-8-PX-1,-17.5736,123.8217,16 May 2003,30 Mar 2012,Probe,Unknown (FP20020817),
6728-8-PX-2,-17.5736,123.8217,30 Mar 2012,23 Jul 2014,Probe,Temp Control TCBMP01 (10306),
6728-9-PX-0,-17.5769,123.8297,23 Jul 2014,14 Jun 2018,Probe,Temp Control TCBMP01 (10306),
6728-10-PX-0,-17.57683,123.82973,14 Jun 2018,Still active*,Probe,Temp Control TCBMP01 (10306),

003089: Broome Comparison,-17.9492,122.2339,Aug 1995,Jul 2000
6725-6-AX-0,-17.9492,122.2339,03 Aug 1995,01 Aug 2000,AiG (Min),Dobbie (15728),

6725-6-MX-0,-17.9492,122.2339,03 Aug 1995,01 Aug 2000,MiG (Max),Dobbie (12647),

6725-6-DX-0,-17.9492,122.2339,03 Aug 1995,01 Aug 2000,DB: MiG,Dobbie (14588),

003092: South East Waterbank,-17.8578,122.2725,Sep 1996,Jul 1999
6725-7-PX-0,-17.8569,122.2728,08 Jan 1996,20 Jun 1997,Probe,Rosemount (0108),
6725-8-PX-0,-17.8578,122.2725,20 Jun 1997,11 Aug 1999,Probe,Rosemount (0108),

6725-7-DX-0,-17.8569,122.2728,24 Sep 1996,20 Jun 1997,DB: MiG,Unknown (Unknown),
6725-8-DX-0,-17.8578,122.2725,20 Jun 1997,11 Aug 1999,DB: MiG,Unknown (Unknown),

003093: Fitzroy Crossing Aero,-18.1814,125.5619,Aug 1997,May 2019
6765-4-PX-0,-18.1814,125.5619,08 Aug 1997,Still active*,Probe,Rosemount (0295),

003102: Broome NTC AWS,-18.0008,122.2183,May 2013,May 2019
6725-9-PX-0,-18.0008,122.2183,26 Nov 1991,21 Sep 2009,Probe,YSI NTC-A (Unknown),
6725-9-PX-1,-18.0008,122.2183,21 Sep 2009,03 Oct 2014,Probe,WIKA TR40 (10304),
6725-9-PX-2,-18.0008,122.2183,03 Oct 2014,03 Oct 2014,Probe,YSI NTC-A (026),
6725-9-PX-3,-18.0008,122.2183,03 Oct 2014,Still active*,Probe,YSI NTC-A (080),

004000: Abydos,-21.4167,118.9333,Dec 1947,Jan 1968
NO METADATA AVAILABLE

004002: Port Hedland Post Office,-20.3139,118.5742,Oct 1912,Jun 1948
NO METADATA AVAILABLE

004019: Mandora,-19.7419,120.8433,Jan 1962,May 2019
6761-0-AX-0,-19.7414,120.8425,12 Feb 1958,29 Aug 1996,AiG (Min),Dobbie (15613),
6761-0-AX-1,-19.7414,120.8425,29 Aug 1996,08 Jul 2001,AiG (Min),Dobbie (15613),
6761-1-AX-0,-19.7419,120.8436,08 Jul 2001,14 Nov 2003,AiG (Min),Dobbie (15613),
6761-1-AX-1,-19.7419,120.8436,14 Nov 2003,24 Nov 2003,AiG (Min),Dobbie (23195),
6761-1-AX-2,-19.7419,120.8436,24 Nov 2003,10 Aug 2005,AiG (Min),Dobbie (23346),
6761-1-AX-3,-19.7419,120.8436,10 Aug 2005,09 Sep 2008,AiG (Min),Dobbie (25926),
6761-1-AX-4,-19.7419,120.8436,09 Sep 2008,09 Mar 2009,AiG (Min),Dobbie (23279),
6761-1-AX-5,-19.7419,120.8436,09 Mar 2009,21 Jan 2010,AiG (Min),WIKA (30424),
6761-1-AX-6,-19.7419,120.8436,21 Jan 2010,12 Feb 2010,AiG (Min),WIKA (31246),
6761-1-AX-7,-19.7419,120.8436,12 Feb 2010,20 Sep 2011,AiG (Min),Dobbie (24369),
6761-1-AX-8,-19.7419,120.8436,20 Sep 2011,06 Jun 2012,AiG (Min),Dobbie (43035),
6761-1-AX-9,-19.7419,120.8436,06 Jun 2012,23 Jul 2012,AiG (Min),Unknown (12792),
6761-1-AX-10,-19.7419,120.8436,23 Jul 2012,01 Sep 2012,AiG (Min),Dobbie (43035),

6761-0-MX-0,-19.7414,120.8425,12 Feb 1958,01 Sep 1995,MiG (Max),Dobbie (M1307),
6761-0-MX-1,-19.7414,120.8425,01 Sep 1995,29 Aug 1996,MiG (Max),Dobbie (12955),
6761-0-MX-2,-19.7414,120.8425,29 Aug 1996,08 Jul 2001,MiG (Max),Dobbie (12955),
6761-1-MX-0,-19.7419,120.8436,08 Jul 2001,03 May 2006,MiG (Max),Dobbie (12955),
6761-1-MX-1,-19.7419,120.8436,03 May 2006,12 Jan 2010,MiG (Max),Dobbie (20830),
6761-1-MX-2,-19.7419,120.8436,12 Jan 2010,20 Sep 2011,MiG (Max),WIKA (30356),
6761-1-MX-3,-19.7419,120.8436,20 Sep 2011,20 Apr 2012,MiG (Max),Dobbie (20830),
6761-1-MX-4,-19.7419,120.8436,20 Apr 2012,01 Sep 2012,MiG (Max),WIKA (30315),

6761-0-PX-0,-19.7414,120.8425,05 Jun 2001,08 Jul 2001,Probe,Rosemount (507),
6761-1-PX-0,-19.7419,120.8436,08 Jul 2001,31 Jul 2013,Probe,Rosemount (507),
6761-2-PX-0,-19.7419,120.8433,31 Jul 2013,Still active*,Probe,Rosemount (507),

6761-0-DX-0,-19.7414,120.8425,12 Feb 1958,29 Aug 1996,DB: MiG,Dobbie (M2779),
6761-0-DX-1,-19.7414,120.8425,29 Aug 1996,08 Jul 2001,DB: MiG,Dobbie (M2779),
6761-1-DX-0,-19.7419,120.8436,08 Jul 2001,07 Jul 2003,DB: MiG,Dobbie (M2779),
6761-1-DX-1,-19.7419,120.8436,08 Jul 2001,08 Jul 2001,DB: MiG,Dobbie (M2779),
6761-1-DX-2,-19.7419,120.8436,08 Jul 2001,01 Sep 2012,DB: MiG,Dobbie (15789),

004020: Marble Bar Comparison,-21.1756,119.7497,Feb 1901,Aug 2006
6723-0-AX-0,-21.1756,119.7467,01 Feb 1901,19 Jul 1988,AiG (Min),Dobbie (4890),
6723-1-AX-0,-21.1758,119.7472,19 Jul 1988,02 Oct 1997,AiG (Min),Dobbie (4890),
6723-2-AX-0,-21.1756,119.7497,02 Oct 1997,18 Jan 2001,AiG (Min),Dobbie (4890),
6723-2-AX-1,-21.1756,119.7497,18 Jan 2001,06 Jul 2001,AiG (Min),Dobbie (19028),
6723-2-AX-2,-21.1756,119.7497,06 Jul 2001,05 Jul 2003,AiG (Min),Dobbie (19028),
6723-2-AX-3,-21.1756,119.7497,05 Jul 2003,21 Feb 2005,AiG (Min),Dobbie (M6706),
6723-2-AX-4,-21.1756,119.7497,21 Feb 2005,21 Feb 2006,AiG (Min),Dobbie (20745),
6723-2-AX-5,-21.1756,119.7497,21 Feb 2006,09 May 2006,AiG (Min),Dobbie (43035),
6723-2-AX-6,-21.1756,119.7497,09 May 2006,26 May 2006,AiG (Min),Dobbie (CBM3100),
6723-2-AX-7,-21.1756,119.7497,26 May 2006,28 Jun 2006,AiG (Min),Dobbie (21051),
6723-2-AX-8,-21.1756,119.7497,28 Jun 2006,13 Jul 2006,AiG (Min),Dobbie (43059),
6723-2-AX-9,-21.1756,119.7497,13 Jul 2006,25 Aug 2006,AiG (Min),Unknown (24359),

6723-0-MX-0,-21.1756,119.7467,01 Feb 1901,19 Jul 1988,MiG (Max),Dobbie (M6243),
6723-1-MX-0,-21.1758,119.7472,19 Jul 1988,02 Oct 1997,MiG (Max),Dobbie (M6243),
6723-2-MX-0,-21.1756,119.7497,02 Oct 1997,21 Feb 2000,MiG (Max),Dobbie (M6243),
6723-2-MX-1,-21.1756,119.7497,21 Feb 2000,12 Mar 2001,MiG (Max),Dobbie (17181),
6723-2-MX-2,-21.1756,119.7497,12 Mar 2001,06 Jul 2001,MiG (Max),Dobbie (20592),
6723-2-MX-3,-21.1756,119.7497,06 Jul 2001,04 Jan 2002,MiG (Max),Dobbie (17181),
6723-2-MX-4,-21.1756,119.7497,04 Jan 2002,22 Dec 2005,MiG (Max),Dobbie (18808),
6723-2-MX-5,-21.1756,119.7497,22 Dec 2005,28 Jun 2006,MiG (Max),WIKA (44410),
6723-2-MX-6,-21.1756,119.7497,28 Jun 2006,25 Aug 2006,MiG (Max),Dobbie (CBM4624),

6723-0-DX-0,-21.1756,119.7467,01 Feb 1901,19 Jul 1988,DB: MiG,Dobbie (M1945),
6723-1-DX-0,-21.1758,119.7472,19 Jul 1988,02 Oct 1997,DB: MiG,Dobbie (M1945),
6723-2-DX-0,-21.1756,119.7497,02 Oct 1997,06 Jul 2001,DB: MiG,Dobbie (M1945),
6723-2-DX-1,-21.1756,119.7497,06 Jul 2001,25 Aug 2006,DB: MiG,Dobbie (M1945),

004027: Nullagine,-21.8861,120.1103,Oct 1898,Feb 1984
6758-0-AX-0,-21.8872,120.1089,01 Oct 1898,22 May 1984,AiG (Min),Unknown (Unknown),

6758-0-MX-0,-21.8872,120.1089,01 Oct 1898,22 May 1984,MiG (Max),Unknown (Unknown),

6758-0-DX-0,-21.8872,120.1089,01 Oct 1898,22 May 1984,DB: MiG,Unknown (Unknown),

004028: Pardoo Station,-20.1078,119.5811,Nov 1993,May 2019
6723-3-AX-0,-20.1081,119.5789,11 Oct 1993,27 Oct 1993,AiG (Min),Dobbie (CBM4865),
6723-3-AX-1,-20.1081,119.5789,27 Oct 1993,07 Jul 2003,AiG (Min),Dobbie (CBM4865),
6723-4-AX-0,-20.1067,119.5803,07 Jul 2003,08 Jun 2004,AiG (Min),Dobbie (CBM4865),
6723-4-AX-1,-20.1067,119.5803,08 Jun 2004,12 Apr 2006,AiG (Min),Dobbie (24369),
6723-4-AX-2,-20.1067,119.5803,12 Apr 2006,16 Nov 2006,AiG (Min),Dobbie (21856),
6723-4-AX-3,-20.1067,119.5803,16 Nov 2006,01 Aug 2009,AiG (Min),Dobbie (24396),
6723-5-AX-0,-20.1078,119.5811,01 Aug 2009,24 Aug 2009,AiG (Min),Dobbie (24396),
6723-5-AX-1,-20.1078,119.5811,24 Aug 2009,04 Sep 2009,AiG (Min),Dobbie (CBM3100),
6723-5-AX-2,-20.1078,119.5811,04 Sep 2009,14 Mar 2011,AiG (Min),WIKA (30381),
6723-5-AX-3,-20.1078,119.5811,14 Mar 2011,03 May 2011,AiG (Min),Dobbie (20767),
6723-5-AX-4,-20.1078,119.5811,03 May 2011,31 Oct 2011,AiG (Min),WIKA (30381),
6723-5-AX-5,-20.1078,119.5811,31 Oct 2011,30 Apr 2012,AiG (Min),Dobbie (M3830),
6723-5-AX-6,-20.1078,119.5811,30 Apr 2012,23 Jul 2012,AiG (Min),Dobbie (31869),
6723-5-AX-7,-20.1078,119.5811,23 Jul 2012,12 Sep 2012,AiG (Min),Dobbie (M3830),
6723-5-AX-8,-20.1078,119.5811,12 Sep 2012,08 Oct 2012,AiG (Min),WIKA (30381),
6723-5-AX-9,-20.1078,119.5811,08 Oct 2012,28 May 2013,AiG (Min),WIKA (31278),
6723-5-AX-10,-20.1078,119.5811,28 May 2013,07 May 2014,AiG (Min),Dobbie (M1566),
6723-5-AX-11,-20.1078,119.5811,07 May 2014,25 Jun 2014,AiG (Min),Dobbie (12784),
6723-5-AX-12,-20.1078,119.5811,25 Jun 2014,12 Jul 2014,AiG (Min),Dobbie (19462),
6723-5-AX-13,-20.1078,119.5811,12 Jul 2014,27 Oct 2016,AiG (Min),Dobbie (21856),
6723-5-AX-14,-20.1078,119.5811,27 Oct 2016,10 Nov 2016,AiG (Min),WIKA (32925),
6723-5-AX-15,-20.1078,119.5811,14 Sep 2017,08 May 2018,AiG (Min),Dobbie (21856),
6723-5-AX-16,-20.1078,119.5811,08 May 2018,Still active*,AiG (Min),Dobbie (31183),

6723-3-MX-0,-20.1081,119.5789,11 Oct 1993,27 Oct 1993,MiG (Max),Dobbie (M2415),
6723-3-MX-1,-20.1081,119.5789,27 Oct 1993,24 Jul 1999,MiG (Max),Dobbie (M2415),
6723-3-MX-2,-20.1081,119.5789,24 Jul 1999,07 Jul 2003,MiG (Max),Dobbie (M2384),
6723-4-MX-0,-20.1067,119.5803,07 Jul 2003,20 Apr 2005,MiG (Max),Dobbie (M2384),
6723-4-MX-1,-20.1067,119.5803,20 Apr 2005,01 Aug 2009,MiG (Max),Dobbie (18837),
6723-5-MX-0,-20.1078,119.5811,01 Aug 2009,01 Nov 2010,MiG (Max),Dobbie (18837),
6723-5-MX-1,-20.1078,119.5811,01 Nov 2010,08 Aug 2013,MiG (Max),Unknown (2556),
6723-5-MX-2,-20.1078,119.5811,08 Aug 2013,05 Dec 2013,MiG (Max),WIKA (27754),
6723-5-MX-3,-20.1078,119.5811,05 Dec 2013,12 Jul 2014,MiG (Max),Unknown (17369),
6723-5-MX-4,-20.1078,119.5811,12 Jul 2014,23 Jul 2015,MiG (Max),WIKA (27754),
6723-5-MX-5,-20.1078,119.5811,23 Jul 2015,30 Jun 2016,MiG (Max),Unknown (17369),
6723-5-MX-6,-20.1078,119.5811,30 Jun 2016,17 Oct 2016,MiG (Max),Dobbie (14840),
6723-5-MX-7,-20.1078,119.5811,17 Oct 2016,14 Sep 2017,MiG (Max),Dobbie (20881),
6723-5-MX-8,-20.1078,119.5811,14 Sep 2017,Still active*,MiG (Max),Dobbie (17468),

6723-3-DX-0,-20.1081,119.5789,11 Oct 1993,27 Oct 1993,DB: MiG,Dobbie (CBM5144),
6723-3-DX-1,-20.1081,119.5789,27 Oct 1993,07 Jul 2003,DB: MiG,Dobbie (CBM5144),
6723-4-DX-0,-20.1067,119.5803,07 Jul 2003,01 Aug 2009,DB: MiG,Dobbie (CBM5144),
6723-5-DX-0,-20.1078,119.5811,01 Aug 2009,Unclear,DB: MiG,Dobbie (CBM5144),
